,Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,Device Information,Network Segment,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Source Network,Destination Network,Source IP Continent,Source IP Country,Destination IP Continent,Destination IP Country
446,2022-06-24 22:25:03,153.237.148.168,63.131.166.13,29986,5039,ICMP,1456,Control,HTTP,Ex debitis amet at ex quod. Magni accusamus quasi sint. Ex quis ea qui officiis voluptatum fugiat.,IoC Detected,83.97,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_7 rv:6.0; wae-CH) AppleWebKit/533.14.1 (KHTML, like Gecko) Version/5.0.4 Safari/533.14.1",Segment B,,,Alert Data,Server,153.224.0.0/12,,Asia,Japan,,
447,2022-06-25 07:44:42,61.197.153.238,9.168.145.6,17019,13933,UDP,1179,Control,DNS,"Voluptatem sit cum ea accusantium aliquam repellendus. Pariatur architecto minima nihil.
Dolore fuga accusantium expedita. Accusantium cum quae ea praesentium vitae perspiciatis.",IoC Detected,88.26,Alert Triggered,Malware,Known Pattern B,Logged,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/15.5v9934.0 Mobile/87T712 Safari/536.1",Segment C,36.167.213.189,Log Data,Alert Data,Firewall,61.192.0.0/12,,Asia,Japan,,
448,2022-06-25 22:59:00,103.93.96.35,109.11.238.141,59967,19593,UDP,74,Data,FTP,"Qui dolorem voluptate atque. Enim deserunt unde rerum dolor distinctio.
Quod eum unde. Illum accusamus similique quae. Quos animi a at iusto inventore sequi. Omnis error consequuntur corrupti et.",,0.15,,DDoS,Known Pattern B,Ignored,High,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0),Segment A,121.88.151.232,Log Data,,Server,,109.0.0.0/12,,,Europe,France
449,2022-06-26 04:31:09,86.54.12.239,180.251.27.80,10076,12830,UDP,262,Data,HTTP,"Sunt soluta velit tempore officia. Sequi error aliquid excepturi.
Delectus cum inventore autem. Dolore harum aspernatur.",IoC Detected,62.84,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6394-06-19 02:41:57 Firefox/3.6.11,Segment A,94.141.95.209,Log Data,Alert Data,Firewall,86.54.0.0/16,180.248.0.0/14,Europe,United Kingdom,Asia,Indonesia
450,2022-06-26 12:31:53,166.129.177.228,140.77.1.98,33429,20495,UDP,200,Control,HTTP,Dolore ex illo occaecati aspernatur a voluptatibus. Dolorem animi libero sit. Asperiores in rerum modi nihil praesentium. Facere aperiam odit architecto.,IoC Detected,25.89,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Mozilla/5.0 (Windows NT 5.01; lij-IT; rv:1.9.2.20) Gecko/8979-10-18 17:24:34 Firefox/3.6.4,Segment B,,Log Data,Alert Data,Server,,140.77.0.0/16,,,Europe,France
451,2022-06-26 15:15:50,92.4.25.171,112.43.185.24,10903,36817,TCP,281,Control,HTTP,Nihil praesentium asperiores omnis ullam libero. Facilis eius aspernatur perspiciatis inventore veniam. Laborum nobis ex iste.,,86.07,,Malware,Known Pattern B,Ignored,Low,Opera/8.38.(X11; Linux x86_64; pt-BR) Presto/2.9.175 Version/12.00,Segment B,,,,Firewall,92.0.0.0/11,112.0.0.0/10,Europe,United Kingdom,Asia,China
452,2022-06-27 06:38:23,6.252.174.91,133.185.42.157,55465,65286,ICMP,257,Control,FTP,"Perspiciatis nam unde eius id. Praesentium vel tempora hic laboriosam quasi.
Dolorum magnam quia at. Porro atque soluta laboriosam dolor quas voluptatum.
Non ut adipisci repellendus consectetur.",IoC Detected,84.03,Alert Triggered,DDoS,Known Pattern A,Logged,High,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/9.7w3302.0 Mobile/22Z379 Safari/536.2",Segment A,128.87.169.12,Log Data,Alert Data,Firewall,,133.0.0.0/8,,,Asia,Japan
453,2022-06-27 18:09:28,164.128.54.69,45.49.54.232,5144,54398,ICMP,327,Control,HTTP,"Adipisci ullam odio iste possimus dolorem. Minus sit nemo vel illum incidunt.
Ad deleniti ad nostrum ipsam sequi. Et earum temporibus rem.",IoC Detected,35.52,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (Linux; Android 2.3.6) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/38.0.820.0 Safari/531.0",Segment B,,Log Data,Alert Data,Server,164.128.0.0/16,,Europe,Switzerland,,
454,2022-06-27 22:39:31,34.246.32.64,25.233.57.99,5020,38764,UDP,1452,Control,HTTP,Molestias labore deleniti iure modi ipsum fuga sint. Corrupti at excepturi dolor cupiditate maiores. Minus occaecati temporibus deleniti perferendis.,,22.73,,Intrusion,Known Pattern A,Blocked,Low,Opera/8.37.(X11; Linux i686; kn-IN) Presto/2.9.174 Version/11.00,Segment C,78.46.180.212,,,Firewall,,25.0.0.0/8,,,Europe,United Kingdom
455,2022-06-28 02:30:10,182.103.1.29,211.106.100.140,20375,13875,TCP,986,Data,HTTP,Nesciunt at modi repudiandae. Facere rem esse maxime repellendus occaecati.,IoC Detected,88.93,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Opera/8.42.(X11; Linux x86_64; mi-NZ) Presto/2.9.175 Version/10.00,Segment A,,Log Data,Alert Data,Server,182.96.0.0/11,211.104.0.0/13,Asia,China,Asia,Republic of Korea
456,2022-06-28 07:55:08,202.210.209.99,6.89.134.196,42681,28129,UDP,1366,Control,HTTP,Asperiores omnis libero architecto ducimus architecto. Sint eligendi sint commodi illum.,,63.97,,Malware,Known Pattern A,Blocked,High,Opera/8.50.(X11; Linux i686; fa-IR) Presto/2.9.187 Version/10.00,Segment A,,Log Data,Alert Data,Server,202.208.0.0/14,,Asia,Japan,,
457,2022-06-28 08:50:16,88.132.38.63,109.162.239.70,18765,8619,UDP,335,Control,FTP,"Qui odio ad veniam ea. Iusto deleniti beatae ad.
Eius explicabo unde quos veritatis iure. Quis similique qui aliquid ipsum blanditiis. Rem repellat voluptatem harum fugiat ea voluptatibus officiis.",IoC Detected,38.86,,Malware,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/62.0.889.0 Safari/531.1",Segment A,,Log Data,Alert Data,Server,88.132.0.0/16,109.162.128.0/17,Europe,Hungary,Asia,Iran
458,2022-06-28 20:04:02,162.252.15.182,175.208.165.198,10032,27620,ICMP,437,Control,HTTP,Quaerat deserunt quidem fugit. Ducimus molestias soluta doloribus qui corrupti soluta nemo. Placeat eveniet repudiandae amet autem aliquam ad.,,82.9,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Mozilla/5.0 (Android 4.0.2; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,Segment A,94.11.65.171,Log Data,Alert Data,Firewall,,175.192.0.0/10,,,Asia,Republic of Korea
459,2022-06-28 22:05:58,168.14.167.116,213.31.25.93,17916,55640,UDP,830,Data,FTP,"Voluptatem neque vero totam. Officia vel odit eveniet.
Et quis laudantium voluptatum dignissimos esse ea.
In corrupti nam laudantium.",,24.98,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Opera/8.79.(X11; Linux i686; sid-ET) Presto/2.9.160 Version/12.00,Segment B,169.193.46.252,,Alert Data,Firewall,,213.31.16.0/20,,,Europe,Belgium
460,2022-06-29 13:11:21,179.161.143.181,217.29.168.44,62587,44747,UDP,141,Control,FTP,Sint sequi placeat qui cumque modi deleniti. Sunt voluptatum eligendi impedit ipsam velit. Perferendis fuga veritatis cupiditate at eaque sed.,IoC Detected,72.88,,Intrusion,Known Pattern A,Ignored,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),Segment A,,,Alert Data,Server,179.128.0.0/9,217.29.160.0/20,South America,Brazil,Europe,Italy
461,2022-06-30 06:38:10,150.10.52.5,177.220.6.147,9634,15968,UDP,871,Control,DNS,"Possimus doloremque eos quos facilis iusto aliquam voluptates. Ex officia quia odio commodi blanditiis. Exercitationem qui veritatis aperiam ducimus suscipit.
Dolores nostrum vero dolor.",,8.55,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/57.0.820.0 Safari/534.2",Segment A,59.233.153.242,,Alert Data,Firewall,150.8.0.0/13,177.192.0.0/11,Asia,Japan,South America,Brazil
462,2022-06-30 11:44:53,58.243.244.213,110.212.170.21,53218,46503,TCP,1368,Data,FTP,"Neque pariatur esse maiores. Laborum nostrum dolor id ipsam.
Facilis voluptatum quia tenetur enim recusandae ratione. Consequatur necessitatibus optio veniam tenetur.",IoC Detected,0.12,,Intrusion,Known Pattern B,Logged,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; raj-IN) AppleWebKit/533.25.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.25.6",Segment C,,Log Data,,Firewall,58.240.0.0/12,110.192.0.0/11,Asia,China,Asia,China
463,2022-06-30 18:52:12,103.245.161.138,141.196.146.144,10446,3757,UDP,1071,Control,FTP,Excepturi pariatur laboriosam iste vel dolores error. Tempore harum aliquid veniam. Dolorum labore incidunt.,IoC Detected,88.08,,DDoS,Known Pattern B,Logged,High,Opera/8.50.(Windows NT 6.0; zu-ZA) Presto/2.9.164 Version/11.00,Segment A,,Log Data,Alert Data,Server,103.245.160.0/22,141.196.0.0/16,Oceania,Tonga,Asia,Turkey
464,2022-06-30 21:27:44,112.16.135.8,159.113.35.94,35630,3258,TCP,244,Control,DNS,Laborum maxime impedit maiores porro. Provident laborum totam qui ipsa. Voluptates nobis voluptates. Unde asperiores voluptatibus in aliquid repudiandae.,IoC Detected,20.13,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Mozilla/5.0 (Windows NT 6.1; ss-ZA; rv:1.9.0.20) Gecko/5700-10-25 01:43:53 Firefox/3.6.4,Segment C,115.157.169.42,Log Data,,Firewall,112.0.0.0/10,,Asia,China,,
465,2022-07-01 14:53:02,183.213.168.18,45.172.187.47,1950,49344,UDP,979,Control,HTTP,Commodi aliquid tempora dolore a quas qui. Consectetur nostrum eligendi voluptates enim doloremque fugiat doloremque. Quos perspiciatis nemo explicabo unde.,,40.77,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/27.0.897.0 Safari/531.1",Segment A,,,Alert Data,Server,183.192.0.0/10,,Asia,China,,
466,2022-07-02 00:06:05,205.172.254.67,126.218.199.170,62860,30567,TCP,899,Data,FTP,"Hic soluta eius quod. Eius odio aperiam neque molestias debitis amet sequi.
Magnam ea quas facere debitis ea aliquid. Excepturi officia deserunt.",,15.42,Alert Triggered,Malware,Known Pattern A,Logged,Low,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6254-04-20 06:05:10 Firefox/3.8,Segment A,82.166.222.51,,Alert Data,Server,,126.0.0.0/8,,,Asia,Japan
467,2022-07-02 15:15:23,173.229.117.99,25.100.186.158,14030,2364,UDP,1027,Data,HTTP,Sapiente odio nemo neque nam corporis beatae. Ullam repudiandae molestiae exercitationem aperiam.,,29.96,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (Linux; Android 3.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/37.0.869.0 Safari/534.2",Segment A,162.246.169.166,,,Server,,25.0.0.0/8,,,Europe,United Kingdom
468,2022-07-02 21:53:22,163.6.15.254,145.77.147.247,34765,28093,UDP,96,Data,DNS,"Magni qui tempora odit fugiat veritatis.
Quis commodi harum veniam aut tempora. Quidem aliquid soluta eveniet excepturi.",IoC Detected,67.45,,Intrusion,Known Pattern A,Ignored,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; tig-ER) AppleWebKit/533.29.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.29.2",Segment A,,,Alert Data,Server,,145.72.0.0/13,,,Europe,Netherlands
469,2022-07-03 08:30:15,27.94.119.244,6.201.173.183,29129,3856,UDP,555,Control,FTP,Enim ad alias. Iure commodi reiciendis doloremque. Corporis eaque cum reiciendis corrupti sunt.,,86.47,,Intrusion,Known Pattern B,Logged,Medium,Opera/9.56.(Windows CE; li-BE) Presto/2.9.182 Version/10.00,Segment B,,Log Data,,Firewall,27.80.0.0/12,,Asia,Japan,,
470,2022-07-03 09:05:21,53.242.3.150,183.219.100.80,17855,12100,ICMP,641,Control,HTTP,"Magni eveniet ea totam eaque. Corrupti voluptatem laboriosam aperiam et reiciendis.
Esse tempora pariatur accusamus doloribus rerum exercitationem. Quae iusto sint dolore cumque.",,75.94,Alert Triggered,Malware,Known Pattern B,Ignored,High,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/56.0.859.0 Safari/532.1",Segment A,10.158.19.242,,Alert Data,Firewall,53.128.0.0/9,183.192.0.0/10,Europe,Germany,Asia,China
471,2022-07-03 11:53:04,199.24.253.237,85.216.148.127,4756,23497,ICMP,431,Control,DNS,Incidunt illo ad tenetur at. Blanditiis delectus molestiae nobis tenetur quis impedit. Fugit labore fugit sunt doloremque mollitia dolorum.,,32.04,,DDoS,Known Pattern B,Blocked,High,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/42.0.877.0 Mobile/22L522 Safari/534.1",Segment B,,,Alert Data,Firewall,,85.216.128.0/17,,,Europe,Slovakia
472,2022-07-03 16:05:05,97.2.158.120,109.192.107.1,9529,39267,UDP,280,Data,HTTP,"Facere ipsa in tempora similique.
Ipsum vitae expedita vel. Ad temporibus animi hic.
Consequatur enim minus quod perspiciatis magni. Quae mollitia voluptas quod eos maxime ipsum dignissimos.",IoC Detected,71.21,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_3 rv:3.0; quz-PE) AppleWebKit/532.7.2 (KHTML, like Gecko) Version/4.0 Safari/532.7.2",Segment A,,,Alert Data,Server,,109.192.0.0/15,,,Europe,Germany
473,2022-07-03 16:12:05,181.151.238.251,161.145.234.214,31734,21608,TCP,1463,Control,HTTP,Magnam ipsam quo tempore voluptatum alias quos. Quo voluptatem expedita odit. Nobis a maiores sit modi at quos optio.,,97.32,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; iu-CA) AppleWebKit/534.10.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.10.5",Segment B,198.40.172.19,,,Firewall,181.128.0.0/11,,South America,Colombia,,
474,2022-07-03 21:52:46,36.84.119.172,89.195.199.96,43228,25071,UDP,994,Control,FTP,Suscipit aliquid quibusdam ad itaque pariatur. Voluptatem pariatur beatae tenetur officia numquam laboriosam. Magnam necessitatibus totam eligendi.,,36.13,Alert Triggered,Malware,Known Pattern B,Blocked,High,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_2 rv:6.0; kok-IN) AppleWebKit/532.49.4 (KHTML, like Gecko) Version/4.0.4 Safari/532.49.4",Segment B,173.242.207.251,Log Data,Alert Data,Server,36.64.0.0/11,89.192.0.0/14,Asia,Indonesia,Europe,United Kingdom
475,2022-07-03 23:38:13,90.86.46.95,218.51.160.106,8755,17205,TCP,1276,Data,HTTP,Perspiciatis architecto nemo dolor quo amet sit veritatis. Odio tempora ipsum doloribus voluptate.,IoC Detected,72.07,,Malware,Known Pattern A,Blocked,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.1),Segment C,149.180.191.150,,,Server,90.86.0.0/15,218.48.0.0/13,Europe,France,Asia,Republic of Korea
476,2022-07-04 03:01:18,5.236.139.91,146.153.74.29,22783,35634,TCP,1201,Data,HTTP,"Quisquam eum omnis sequi hic non vero. Iure molestiae optio dicta similique.
Impedit asperiores nam non veniam. Ratione earum quo eos assumenda.",IoC Detected,77.3,Alert Triggered,Malware,Known Pattern A,Logged,Medium,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/48.0.873.0 Safari/533.1",Segment B,155.36.23.91,Log Data,,Firewall,5.232.0.0/13,,Asia,Iran,,
477,2022-07-04 03:26:30,89.133.193.244,192.37.156.35,15669,16234,UDP,1434,Control,FTP,"Amet incidunt eum. Aliquid eligendi nam possimus amet.
Tempore fugit perferendis quas vel. Doloremque ad soluta assumenda.",IoC Detected,12.54,,DDoS,Known Pattern B,Ignored,Low,Opera/9.73.(Windows NT 5.0; hne-IN) Presto/2.9.182 Version/11.00,Segment C,25.169.219.199,Log Data,,Firewall,89.132.0.0/14,192.37.0.0/16,Europe,Hungary,Europe,Switzerland
478,2022-07-04 08:20:05,132.167.43.240,198.239.245.40,3593,47910,ICMP,701,Data,FTP,Doloremque id asperiores aut asperiores et. Rem earum autem quae placeat tenetur eum. Illo praesentium repellendus incidunt animi itaque nulla sint.,IoC Detected,17.33,,Malware,Known Pattern A,Blocked,Low,"Mozilla/5.0 (Linux; Android 8.1.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/43.0.876.0 Safari/532.1",Segment A,,,Alert Data,Server,132.166.0.0/15,,Europe,France,,
479,2022-07-04 08:21:31,203.202.7.168,7.253.129.179,33640,53517,TCP,325,Control,FTP,"Iure tempore magnam error modi voluptate. Minima cum consequatur. Dolore corporis quis.
Numquam ea ex maxime eligendi. Tempora dolore quasi nam. At corporis facilis.",,13.31,,DDoS,Known Pattern A,Logged,Medium,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1 rv:6.0; sk-SK) AppleWebKit/535.22.2 (KHTML, like Gecko) Version/5.0 Safari/535.22.2",Segment B,,,Alert Data,Firewall,203.202.0.0/17,,Oceania,Australia,,
480,2022-07-04 11:08:18,180.211.177.192,211.235.134.206,31749,22053,UDP,1469,Data,DNS,Consectetur voluptate in impedit neque. Adipisci reiciendis voluptate alias. Fugit quas eum error eius necessitatibus iusto. Quia tempore atque delectus.,IoC Detected,70.4,,Intrusion,Known Pattern A,Logged,High,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.32.1 (KHTML, like Gecko) Version/4.0.2 Safari/533.32.1",Segment C,31.241.245.77,,,Firewall,180.211.128.0/17,211.192.0.0/10,Asia,Bangladesh,Asia,Republic of Korea
481,2022-07-04 14:13:53,86.42.238.196,104.6.19.125,48406,25862,UDP,1470,Control,DNS,"Nam aut dignissimos. Officia provident ab laborum atque.
Facilis praesentium nam ut ex. Dolorum dignissimos sapiente enim incidunt optio nihil nisi. Ratione minus repudiandae nam deserunt.",IoC Detected,87.69,Alert Triggered,Malware,Known Pattern B,Ignored,Low,Opera/9.38.(Windows 98; Win 9x 4.90; the-NP) Presto/2.9.165 Version/12.00,Segment A,138.218.43.174,,,Firewall,86.40.0.0/13,,Europe,Ireland,,
482,2022-07-05 03:10:09,13.194.105.65,153.118.66.20,40539,54212,TCP,147,Data,DNS,"Vitae fugiat eum maiores. Ratione voluptatum omnis sed enim.
Odit dignissimos voluptatum nobis quia necessitatibus doloribus.",,28.28,,DDoS,Known Pattern B,Blocked,Low,Opera/8.97.(Windows NT 5.0; bg-BG) Presto/2.9.167 Version/12.00,Segment A,,Log Data,Alert Data,Server,,153.118.0.0/15,,,Asia,China
483,2022-07-05 10:21:10,80.231.206.66,134.26.62.234,37459,59634,TCP,1192,Control,FTP,Soluta placeat fugit qui occaecati eos. Tempora explicabo dolorum vitae numquam ea. Minus repellat repellendus commodi. Consequuntur eaque cumque rem cupiditate corrupti.,,42.66,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Opera/9.25.(X11; Linux x86_64; tig-ER) Presto/2.9.186 Version/12.00,Segment A,37.160.153.39,,Alert Data,Server,80.231.206.0/23,,Europe,-,,
484,2022-07-05 12:59:56,87.208.29.12,31.245.226.61,14418,56392,UDP,796,Data,HTTP,"Consectetur minima temporibus ipsa doloremque quidem accusantium. Ex aliquid accusantium. Nostrum nihil neque molestias quisquam suscipit impedit.
Optio magnam quae atque in maiores unde.",,30.3,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.1.4 (KHTML, like Gecko) Version/4.1 Safari/531.1.4",Segment C,51.140.84.228,Log Data,Alert Data,Server,87.208.0.0/13,31.224.0.0/11,Europe,Netherlands,Europe,Germany
485,2022-07-06 10:51:24,179.98.199.124,168.204.43.159,31007,11764,TCP,643,Data,HTTP,Vel libero eveniet architecto animi. Quos repellendus quidem asperiores dolorem possimus minus. Alias dicta at totam voluptatibus aperiam dolores consequatur.,IoC Detected,34.56,,Malware,Known Pattern B,Blocked,Low,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),Segment B,137.0.125.139,,,Server,179.64.0.0/10,,South America,Brazil,,
486,2022-07-06 15:35:11,207.12.156.243,202.223.165.49,7886,18379,ICMP,1350,Control,FTP,Repellendus quam laboriosam reprehenderit repellendus repellat. Quos labore laboriosam nam.,,58.94,,Intrusion,Known Pattern B,Ignored,Low,Opera/9.67.(X11; Linux i686; tn-ZA) Presto/2.9.180 Version/10.00,Segment C,168.72.69.91,Log Data,Alert Data,Server,,202.216.0.0/13,,,Asia,Japan
487,2022-07-06 17:18:52,174.143.214.204,164.115.224.213,55678,2345,TCP,1263,Control,FTP,Exercitationem facilis reiciendis ex totam. Nisi ad reiciendis consectetur. Expedita ut ab est necessitatibus quasi aperiam.,IoC Detected,12.32,,Malware,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/41.0.843.0 Mobile/79Q308 Safari/533.0",Segment C,139.78.75.183,Log Data,Alert Data,Firewall,,164.115.0.0/16,,,Asia,Thailand
488,2022-07-06 23:17:44,108.239.246.196,60.27.21.93,46595,45501,TCP,380,Data,HTTP,Provident aliquid labore porro. Neque maxime praesentium labore numquam ab.,,17.92,,Intrusion,Known Pattern A,Logged,Low,Opera/8.14.(X11; Linux x86_64; nn-NO) Presto/2.9.182 Version/10.00,Segment C,159.89.12.227,,Alert Data,Firewall,,60.0.0.0/11,,,Asia,China
489,2022-07-07 08:45:51,188.20.190.5,32.229.135.254,21572,51136,UDP,1427,Data,HTTP,Aut porro nam ad occaecati. Perspiciatis corporis magni omnis corrupti optio molestias recusandae. Laborum consectetur atque ratione officia nemo.,IoC Detected,24.74,,Intrusion,Known Pattern A,Ignored,High,Opera/9.73.(Windows CE; dz-BT) Presto/2.9.180 Version/12.00,Segment A,66.78.61.121,,Alert Data,Firewall,188.20.0.0/14,,Europe,Austria,,
490,2022-07-07 09:35:29,69.169.23.193,171.47.208.179,35304,19959,UDP,870,Control,HTTP,Repudiandae necessitatibus voluptatum impedit fugit atque praesentium. Dolorem voluptatem ex repellendus porro ab eius voluptas. Iure minus aspernatur culpa rem.,,5.34,Alert Triggered,Malware,Known Pattern B,Ignored,Low,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_1 rv:3.0; wa-BE) AppleWebKit/533.2.1 (KHTML, like Gecko) Version/4.0.5 Safari/533.2.1",Segment C,188.74.86.181,,Alert Data,Firewall,,171.40.0.0/13,,,Asia,China
491,2022-07-09 03:56:38,56.247.219.156,195.184.22.50,18140,14327,ICMP,779,Data,HTTP,"Reprehenderit nostrum quas deleniti ut nulla. Repellendus molestiae eligendi a ipsa magni. Eos iste alias ad nulla fugit.
Nulla odio dolores eligendi. Reiciendis eos adipisci vitae.",,9.0,,Malware,Known Pattern A,Logged,High,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.23.1 (KHTML, like Gecko) Version/4.0.3 Safari/534.23.1",Segment B,,Log Data,Alert Data,Firewall,,195.184.0.0/19,,,Europe,Hungary
492,2022-07-09 08:00:04,102.3.103.143,193.68.82.238,14627,19005,UDP,470,Control,DNS,Facilis earum et vero dolorem voluptas. Placeat distinctio quae. Ut iure velit sequi sunt non saepe.,IoC Detected,50.59,Alert Triggered,Malware,Known Pattern B,Blocked,High,Mozilla/5.0 (Android 4.2.1; Mobile; rv:59.0) Gecko/59.0 Firefox/59.0,Segment A,,Log Data,,Server,,193.68.64.0/19,,,Europe,Latvia
493,2022-07-09 18:08:50,86.49.93.29,73.209.4.74,9336,29043,TCP,678,Data,DNS,Explicabo consequuntur magnam consectetur nulla. Praesentium minus hic corrupti sequi commodi repellendus quibusdam.,,40.37,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/14.7p8171.0 Mobile/95B719 Safari/533.2",Segment A,176.223.226.76,,,Firewall,86.49.0.0/16,,Europe,Czech Republic,,
494,2022-07-09 21:54:05,126.211.140.166,185.153.88.92,42001,25622,UDP,1411,Control,FTP,Eveniet minima saepe et facere voluptatem. Ducimus consequatur ullam atque ducimus unde. Aspernatur error non facilis exercitationem libero soluta. Eaque minima itaque exercitationem.,IoC Detected,64.68,,Malware,Known Pattern A,Ignored,Medium,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.0),Segment B,68.65.218.58,,Alert Data,Firewall,126.0.0.0/8,,Asia,Japan,,
495,2022-07-09 23:47:25,31.116.105.89,204.62.156.10,37611,65426,UDP,240,Data,DNS,Deserunt repudiandae nihil nulla repudiandae. Animi quasi natus porro tempora.,,47.1,,Intrusion,Known Pattern A,Logged,High,Mozilla/5.0 (Android 2.3.6; Mobile; rv:49.0) Gecko/49.0 Firefox/49.0,Segment B,,Log Data,,Firewall,31.64.0.0/10,,Europe,United Kingdom,,
496,2022-07-10 08:19:12,178.211.53.83,113.44.168.12,2880,29283,ICMP,1287,Control,HTTP,"Saepe et impedit tempora. Veritatis rerum ratione dolore quos dolor nisi.
Delectus architecto earum. Hic accusantium beatae sapiente ullam. Alias magni doloremque soluta.",IoC Detected,80.03,,Malware,Known Pattern A,Blocked,Low,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.0),Segment A,210.52.214.164,Log Data,Alert Data,Firewall,178.211.32.0/19,113.44.0.0/14,Asia,Turkey,Asia,China
497,2022-07-10 20:48:44,85.218.226.0,120.33.231.108,17660,3567,ICMP,112,Data,FTP,Autem modi veniam aut quo laudantium est. In corporis vitae cum illo magnam ipsum. Corporis a ducimus nam consequatur. Sequi consequuntur voluptatibus ex nostrum ea quisquam.,IoC Detected,19.86,,Intrusion,Known Pattern B,Blocked,Medium,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/10.4j9555.0 Mobile/04F400 Safari/534.2",Segment B,,Log Data,,Server,85.218.128.0/17,120.32.0.0/12,Europe,Denmark,Asia,China
